SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,NPOPCHG2024,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,BIRTHS2024,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,DEATHS2024,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,NATURALCHG2024,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,INTERNATIONALMIG2024,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,DOMESTICMIG2024,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,NETMIG2024,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,RESIDUAL2024,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,GQESTIMATES2024,RBIRTH2021,RBIRTH2022,RBIRTH2023,RBIRTH2024,RDEATH2021,RDEATH2022,RDEATH2023,RDEATH2024,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RNATURALCHG2024,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RINTERNATIONALMIG2024,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RDOMESTICMIG2024,RNETMIG2021,RNETMIG2022,RNETMIG2023,RNETMIG2024
050,4,8,16,019,Idaho,Bonneville County,123957,124736,128072,129690,131475,133644,779,3336,1618,1785,2169,452,1805,1796,1770,1798,230,1140,1096,990,967,222,665,700,780,831,2,14,122,97,127,561,2720,810,906,1215,563,2734,932,1003,1342,-6,-63,-14,2,-4,1672,1674,1668,1671,1673,1675,14.279611405,13.935335697,13.55464936,13.563720443,9.0187019398,8.5039687774,7.5814140486,7.2948374126,5.2609094649,5.4313669199,5.973235311,6.2688830299,0.1107559887,0.9466096632,0.7428254169,0.9580603427,21.518306383,6.2848674359,6.9381425536,9.1656954047,21.629062371,7.231477099,7.6809679704,10.123755747
050,4,8,16,021,Idaho,Boundary County,12060,12141,12627,13377,13677,14040,81,486,750,300,363,35,137,172,157,157,30,139,182,139,145,5,-2,-10,18,12,0,19,105,69,85,84,491,630,210,269,84,510,735,279,354,-8,-22,25,3,-3,122,122,122,122,122,122,11.062661499,13.228734041,11.606416796,11.328787387,11.224160207,13.997846485,10.275744807,10.462892809,-0.161498708,-0.769112444,1.3306719894,0.8658945773,1.5342377261,8.0756806645,5.1009092925,6.1334199228,39.647932817,48.454083987,15.524506542,19.410470109,41.182170543,56.529764652,20.625415835,25.543890031
050,4,8,16,023,Idaho,Butte County,2575,2583,2665,2692,2747,2735,8,82,27,55,-12,9,39,32,30,30,10,32,52,37,34,-1,7,-20,-7,-4,0,0,0,-1,-1,9,80,44,63,-7,9,80,44,62,-8,0,-5,3,0,0,4,4,4,4,4,4,14.862804878,11.946985253,11.031439603,10.944910617,12.195121951,19.413851036,13.605442177,12.404232032,2.6676829268,-7.466865783,-2.574002574,-1.459321416,0,0,-0.367714653,-0.364830354,30.487804878,16.427104723,23.166023166,-2.553812477,30.487804878,16.427104723,22.798308513,-2.918642831
050,4,8,16,025,Idaho,Camas County,1074,1084,1137,1168,1232,1247,10,53,31,64,15,3,9,13,11,11,5,6,9,5,2,-2,3,4,6,9,0,1,1,0,0,14,53,25,55,6,14,54,26,55,6,-2,-4,1,3,0,0,0,0,0,0,0,8.1044574516,11.279826464,9.1666666667,8.874546188,5.4029716344,7.8091106291,4.1666666667,1.6135538524,2.7014858172,3.4707158351,5,7.2609923356,0.9004952724,0.8676789588,0,0,47.726249437,21.69197397,45.833333333,4.8406615571,48.62674471,22.559652928,45.833333333,4.8406615571
050,4,8,16,027,Idaho,Canyon County,231116,233031,243752,251532,258742,266892,1915,10721,7780,7210,8150,836,3185,3269,3378,3430,400,1991,2293,2033,2029,436,1194,976,1345,1401,10,55,899,1093,1342,1586,9968,5612,4677,5408,1596,10023,6511,5770,6750,-117,-496,293,95,-1,3231,3229,3225,3235,3240,3241,13.360375685,13.200507184,13.239945598,13.050906144,8.3518078455,9.2593340387,7.9682680285,7.720200748,5.008567839,3.9411731451,5.2716775693,5.3307053958,0.2307129239,3.6302404277,4.2839729244,5.1062145904,41.813571373,22.661745584,18.331327875,20.577055518,42.044284297,26.291986012,22.615300799,25.683270108
050,4,8,16,029,Idaho,Caribou County,7030,7016,7115,7208,7233,7239,-14,99,93,25,6,17,92,91,90,91,19,87,75,71,70,-2,5,16,19,21,0,6,8,1,2,-13,87,69,6,-18,-13,93,77,7,-16,1,1,0,-1,1,77,77,77,77,77,77,13.021017621,12.70683516,12.464510768,12.576008845,12.31335362,10.472666341,9.8331140503,9.6738529574,0.7076640011,2.2341688194,2.6313967177,2.9021558872,0.8491968014,1.1170844097,0.1384945641,0.2763957988,12.31335362,9.6348530336,0.8309673845,-2.487562189,13.162550421,10.751937443,0.9694619486,-2.21116639
050,4,8,16,031,Idaho,Cassia County,24685,24755,25242,25625,25817,25976,70,487,383,192,159,96,385,372,353,366,44,241,239,231,252,52,144,133,122,114,1,41,91,225,269,6,297,178,-154,-223,7,338,269,71,46,11,5,-19,-1,-1,367,367,367,367,367,367,15.400924055,14.626378595,13.724194238,14.133184021,9.6405784347,9.3970550652,8.9809882975,9.7310447358,5.7603456207,5.22932353,4.7432059407,4.4021392852,1.6400984059,3.5779582047,8.7477158742,10.387504103,11.880712843,6.9986435213,-5.987325532,-8.611202286,13.520811249,10.576601726,2.7603903425,1.7763018168
050,4,8,16,033,Idaho,Clark County,790,793,794,812,801,794,3,1,18,-11,-7,3,10,21,17,17,0,7,10,6,6,3,3,11,11,11,0,2,-1,0,1,0,-4,6,-22,-18,0,-2,5,-22,-17,0,0,2,0,-1,2,2,2,2,2,2,12.602394455,26.151930262,21.078735276,21.31661442,8.8216761185,12.453300125,7.4395536268,7.5235109718,3.7807183365,13.698630137,13.639181649,13.793103448,2.520478891,-1.245330012,0,1.2539184953,-5.040957782,7.4719800747,-27.2783633,-22.57053292,-2.520478891,6.2266500623,-27.2783633,-21.31661442
050,4,8,16,035,Idaho,Clearwater County,8730,8752,8927,9034,9192,9151,22,175,107,158,-41,20,64,64,64,65,31,119,142,147,149,-11,-55,-78,-83,-84,0,2,10,2,3,36,238,173,234,39,36,240,183,236,42,-3,-10,2,5,1,683,683,692,707,727,727,7.2402285197,7.1265519737,7.0229342697,7.0871722183,13.462299904,15.812037192,16.130802151,16.245979393,-6.222071384,-8.685485218,-9.107867881,-9.158807174,0.2262571412,1.1135237459,0.2194666959,0.3271002562,26.924599808,19.263960804,25.677603424,4.252303331,27.150856949,20.37748455,25.89707012,4.5794035872
050,4,8,16,037,Idaho,Custer County,4276,4269,4444,4503,4531,4597,-7,175,59,28,66,9,36,28,38,39,14,50,72,54,44,-5,-14,-44,-16,-5,0,3,0,7,9,-1,198,96,35,65,-1,201,96,42,74,-1,-12,7,2,-3,119,119,119,119,119,119,8.263514289,6.2590812563,8.4126632721,8.5451358457,11.477103179,16.094780373,11.954837281,9.6406660824,-3.21358889,-9.835699117,-3.542174009,-1.095530237,0.6886261907,0,1.5497011291,1.9719544259,45.449328589,21.459707164,7.7485056453,14.241893076,46.13795478,21.459707164,9.2982067744,16.213847502
050,4,8,16,039,Idaho,Elmore County,28674,28680,28994,29494,29706,29729,6,314,500,212,23,86,460,424,460,480,57,228,284,262,241,29,232,140,198,239,6,40,242,147,172,-40,34,123,-129,-385,-34,74,365,18,-213,11,8,-5,-4,-3,1092,1092,1176,1125,1050,1050,15.951728682,14.498700588,15.540540541,16.152098932,7.9065089989,9.7113937902,8.8513513514,8.1096996719,8.045219683,4.787306798,6.6891891892,8.0423992597,1.3871068419,8.2752017508,4.9662162162,5.7878354505,1.1790408156,4.2059909725,-4.358108108,-12.95532935,2.5661476575,12.481192723,0.6081081081,-7.167493901
050,4,8,16,041,Idaho,Franklin County,14194,14283,14673,15172,15516,15638,89,390,499,344,122,52,210,225,236,230,25,107,140,126,145,27,103,85,110,85,0,1,3,10,11,63,290,404,224,28,63,291,407,234,39,-1,-4,7,0,-2,93,93,93,93,93,93,14.504765852,15.077902496,15.380604797,14.765359183,7.390523553,9.3818059977,8.2116788321,9.3085960069,7.1142422987,5.6960964986,7.1689259645,5.4567631765,0.0690703136,0.2010386999,0.6517205422,0.7061693523,20.030390938,27.073211593,14.598540146,1.7975219875,20.099461252,27.274250293,15.250260688,2.5036913398
050,4,8,16,043,Idaho,Fremont County,13385,13419,13593,14048,14258,14399,34,174,455,210,141,47,158,186,198,208,26,150,161,128,112,21,8,25,70,96,0,4,37,30,35,8,160,381,111,10,8,164,418,141,45,5,2,12,-1,0,470,470,470,528,586,588,11.698504368,13.458268514,13.989966791,14.516523014,11.106175033,11.649361456,9.0440189359,7.816589315,0.5923293351,1.8089070584,4.9459478556,6.6999336986,0.2961646676,2.6771824464,2.1196919381,2.4426841609,11.846586702,27.567743569,7.842860171,0.6979097603,12.14275137,30.244926016,9.9625521091,3.1405939212
050,4,8,16,045,Idaho,Gem County,19127,19278,19813,20739,21384,21857,151,535,926,645,473,60,192,195,214,223,58,277,288,236,239,2,-85,-93,-22,-16,0,8,369,264,322,164,645,615,395,165,164,653,984,659,487,-15,-33,35,8,2,260,260,260,260,260,260,9.8232329692,9.6172815151,10.160719797,10.314285054,14.172060065,14.203985007,11.205279776,11.054323443,-4.348827096,-4.586703492,-1.044559979,-0.740038389,0.4093013737,18.19885579,12.534719749,14.893272589,32.999923256,30.331426317,18.754599625,7.6316458916,33.40922463,48.530282107,31.289319374,22.52491848
050,4,8,16,047,Idaho,Gooding County,15608,15657,15806,15890,16113,16189,49,149,84,223,76,35,202,210,216,220,50,177,181,176,181,-15,25,29,40,39,2,11,26,79,98,61,108,37,107,-61,63,119,63,186,37,1,5,-8,-3,0,113,113,113,113,113,113,12.840479293,13.250883392,13.498734494,13.621447588,11.251311064,11.420999495,10.998968847,11.206736425,1.5891682293,1.829883897,2.499765647,2.4147111634,0.6992340209,1.6405855628,4.9370371528,6.0677357439,6.8652067508,2.3346794548,6.6868731056,-3.776855922,7.5644407717,3.9752650177,11.623910258,2.2908798217
